3.991989e+002,8.498965e-003
4.011274e+002,7.808296e-003
4.030559e+002,7.808296e-003
4.049844e+002,8.465684e-003
4.069129e+002,3.384743e-003
4.088414e+002,6.742999e-003
4.107699e+002,7.398031e-003
4.126984e+002,9.214560e-003
4.146269e+002,1.191642e-002
4.165554e+002,1.298596e-002
4.184839e+002,1.216937e-002
4.204124e+002,9.342300e-003
4.223409e+002,8.213880e-003
4.242694e+002,7.867550e-003
4.261979e+002,7.055520e-003
4.281264e+002,8.827119e-003
4.300549e+002,1.017748e-002
4.319834e+002,9.025501e-003
4.339119e+002,9.040132e-003
4.358404e+002,8.936183e-003
4.377689e+002,8.802576e-003
4.396974e+002,9.453100e-003
4.416259e+002,9.802487e-003
4.435544e+002,9.742956e-003
4.454829e+002,9.218694e-003
4.474114e+002,9.546417e-003
4.493399e+002,9.718550e-003
4.512684e+002,9.324240e-003
4.531969e+002,8.614505e-003
4.551254e+002,9.558320e-003
4.570539e+002,9.595216e-003
4.589824e+002,9.054651e-003
4.609109e+002,9.112943e-003
4.628394e+002,9.150593e-003
4.647679e+002,8.255804e-003
4.666964e+002,7.232245e-003
4.686249e+002,8.396609e-003
4.705533e+002,8.682540e-003
4.724819e+002,7.838557e-003
4.744103e+002,7.979278e-003
4.763389e+002,7.948948e-003
4.782673e+002,7.607092e-003
4.801959e+002,7.307827e-003
4.821243e+002,6.606661e-003
4.840529e+002,6.709001e-003
4.859813e+002,7.086167e-003
4.879099e+002,6.968302e-003
4.898383e+002,6.682604e-003
4.917668e+002,5.512570e-003
4.936953e+002,5.121913e-003
4.956238e+002,5.090084e-003
4.975523e+002,4.596491e-003
4.994808e+002,4.114029e-003
5.014093e+002,4.817410e-003
5.033378e+002,4.365050e-003
5.052663e+002,4.158766e-003
5.071948e+002,3.800415e-003
5.091233e+002,4.154356e-003
5.110518e+002,3.672419e-003
5.129803e+002,3.406551e-003
5.149088e+002,3.440385e-003
5.168373e+002,3.445447e-003
5.187658e+002,3.509583e-003
5.206943e+002,4.143379e-003
5.226228e+002,4.286381e-003
5.245513e+002,4.139909e-003
5.264798e+002,4.087053e-003
5.284083e+002,4.030779e-003
5.303368e+002,4.129248e-003
5.322653e+002,4.049487e-003
5.341938e+002,3.217208e-003
5.361223e+002,3.433940e-003
5.380508e+002,3.808192e-003
5.399792e+002,3.744987e-003
5.419078e+002,3.327635e-003
5.438363e+002,3.929663e-003
5.457648e+002,4.162420e-003
5.476932e+002,4.577197e-003
5.496218e+002,3.589251e-003
5.515503e+002,3.230670e-003
5.534788e+002,3.854663e-003
5.554072e+002,3.803064e-003
5.573358e+002,3.891139e-003
5.592643e+002,3.775875e-003
5.611927e+002,3.461267e-003
5.631212e+002,3.428549e-003
5.650497e+002,3.294113e-003
5.669783e+002,3.463745e-003
5.689067e+002,3.398198e-003
5.708352e+002,3.451734e-003
5.727637e+002,3.203659e-003
5.746923e+002,3.600991e-003
5.766207e+002,3.660385e-003
5.785492e+002,3.444145e-003
5.804777e+002,2.830685e-003
5.824063e+002,2.963404e-003
5.843347e+002,2.885815e-003
5.862632e+002,3.385745e-003
5.881917e+002,3.149001e-003
5.901202e+002,3.118976e-003
5.920487e+002,3.002712e-003
5.939772e+002,3.108544e-003
5.959057e+002,2.848155e-003
5.978342e+002,3.089048e-003
5.997627e+002,2.901402e-003
6.016912e+002,3.071146e-003
6.036197e+002,3.110275e-003
6.055482e+002,3.418969e-003
6.074767e+002,3.212999e-003
6.094052e+002,3.080191e-003
6.113337e+002,3.045288e-003
6.132622e+002,3.299644e-003
6.151907e+002,3.043051e-003
6.171192e+002,2.917580e-003
6.190477e+002,2.729480e-003
6.209762e+002,2.809141e-003
6.229047e+002,2.580423e-003
6.248332e+002,2.847192e-003
6.267617e+002,2.882846e-003
